time,open,high,low,close
1713398400,0.03,0.06808,0.03,0.06073
1713484800,0.06073,0.06506,0.05462,0.06073
1713571200,0.06073,0.0711,0.05944,0.06989
1713657600,0.06989,0.07301,0.06401,0.06447
1713744000,0.06447,0.071,0.06443,0.06799
1713830400,0.06799,0.0684,0.06202,0.06356
1713916800,0.06356,0.065,0.05696,0.05906
1714003200,0.05906,0.05958,0.05199,0.05644
1714089600,0.05644,0.0566,0.03744,0.04232
1714176000,0.04232,0.0496,0.0223,0.04149
1714262400,0.04149,0.05586,0.03888,0.04545
1714348800,0.04545,0.04772,0.03824,0.04061
1714435200,0.04061,0.04077,0.03447,0.03652
1714521600,0.03652,0.037,0.03091,0.03423
1714608000,0.03423,0.03492,0.02913,0.03203
1714694400,0.03203,0.04496,0.03158,0.04231
1714780800,0.04231,0.04404,0.03975,0.04049
1714867200,0.04049,0.04329,0.03884,0.03936
1714953600,0.03936,0.04192,0.03761,0.0378
1715040000,0.0378,0.04064,0.03632,0.03667
1715126400,0.03667,0.03838,0.03333,0.03421
1715212800,0.03421,0.03749,0.03416,0.03631
1715299200,0.03631,0.03705,0.03355,0.03412
1715385600,0.03412,0.03642,0.03383,0.03525
1715472000,0.03525,0.0369,0.03517,0.03582
1715558400,0.03582,0.03596,0.03197,0.03446
1715644800,0.03446,0.03505,0.02955,0.0302
1715731200,0.0302,0.03818,0.03014,0.03751
1715817600,0.03751,0.0443,0.03724,0.0404
1715904000,0.0404,0.04642,0.04008,0.04322
1715990400,0.04322,0.04469,0.04014,0.04127
1716076800,0.04127,0.044,0.0395,0.04136
1716163200,0.04136,0.0545,0.04106,0.05299
1716249600,0.05299,0.05487,0.04951,0.05371
1716336000,0.05371,0.05528,0.05025,0.05053
1716422400,0.05053,0.055,0.04753,0.05068
1716508800,0.05068,0.0529,0.04954,0.05224
1716595200,0.05224,0.06864,0.05187,0.06482
1716681600,0.06482,0.07857,0.06462,0.06917
1716768000,0.06917,0.07722,0.06908,0.0712
1716854400,0.0712,0.07731,0.06753,0.07713
1716940800,0.07713,0.09581,0.07494,0.08934
1717027200,0.08934,0.1,0.08356,0.09021
1717113600,0.09021,0.09854,0.08794,0.08945
1717200000,0.08945,0.09887,0.08934,0.09806
1717286400,0.09806,0.12876,0.07337,0.07809
1717372800,0.07809,0.12357,0.0707,0.11459
1717459200,0.11459,0.12263,0.10725,0.10857
1717545600,0.10857,0.12576,0.1083,0.1185
1717632000,0.1185,0.14973,0.1171,0.14054
1717718400,0.14054,0.18857,0.13678,0.17065
1717804800,0.17065,0.17082,0.1481,0.15502
1717891200,0.15502,0.1955,0.15225,0.18191
1717977600,0.18191,0.18818,0.15827,0.16582
1718064000,0.16582,0.17143,0.14405,0.15423
1718150400,0.15423,0.17823,0.14475,0.15791
1718236800,0.15791,0.15903,0.13191,0.14189
1718323200,0.14189,0.15,0.12556,0.13654
1718409600,0.13654,0.14515,0.13421,0.1393
1718496000,0.1393,0.1639,0.13561,0.15884
1718582400,0.15884,0.16087,0.13629,0.14037
1718668800,0.14037,0.14495,0.11732,0.13073
1718755200,0.13073,0.159,0.12818,0.14581
1718841600,0.14581,0.15852,0.1439,0.149
1718928000,0.149,0.15202,0.1369,0.14155
1719014400,0.14155,0.14505,0.13367,0.14283
1719100800,0.14283,0.15035,0.13747,0.13787
1719187200,0.13787,0.1469,0.12561,0.14519
1719273600,0.14519,0.1714,0.14136,0.1652
1719360000,0.1652,0.1702,0.15026,0.15296
1719446400,0.15296,0.16301,0.14951,0.15568
1719532800,0.15568,0.168,0.15022,0.15091
1719619200,0.15091,0.15999,0.1502,0.15308
1719705600,0.15308,0.15808,0.13891,0.15659
1719792000,0.15659,0.16774,0.15457,0.16453
1719878400,0.16453,0.1697,0.152,0.15257
1719964800,0.15257,0.15454,0.1436,0.14697
1720051200,0.14697,0.1503,0.1253,0.13034
