time,open,high,low,close
1346968800,123.59375,125.1875,122.625,123.59375
1347228000,123.53125,124.03125,122.90625,123.1875
1347314400,123.71875,123.90625,122.90625,123.0625
1347400800,123,123.125,121.625,121.78125
1347487200,121.90625,122.75,120.46875,121.53125
1347573600,121.96875,121.96875,118.8125,119.25
1347832800,119.09375,120.15625,118.78125,119.875
1347919200,119.8125,120.8125,119.75,120.3125
1348005600,120.28125,121.1875,119.90625,120.75
1348092000,120.96875,121.90625,120.75,121.03125
1348178400,121.15625,121.4375,120.625,121.1875
1348437600,121.28125,122.1875,121.21875,121.90625
1348524000,122.0625,122.96875,121.65625,122.6875
1348610400,122.90625,124.34375,122.78125,124.1875
1348696800,124.25,124.28125,123.4375,123.8125
1348783200,123.625,124.59375,123.46875,123.6875
1349042400,123.65625,124.28125,123.40625,123.96875
1349128800,124.03125,124.3125,123.5625,124.21875
1349215200,124.09375,124.5,123.625,124
1349301600,124.09375,124.1875,122.9375,123.125
1349388000,123.03125,123.3125,121.65625,121.8125
1349647200,121.65625,122.65625,121.625,122.5625
1349733600,122.5625,122.75,121.96875,122.28125
1349820000,122.4375,123.3125,121.78125,123.03125
1349906400,123.25,123.71875,122.28125,123.5625
1349992800,123.59375,124.53125,123.125,123.875
1350252000,123.9375,124.125,123.3125,123.75
1350338400,123.71875,123.78125,122.34375,122.5
1350424800,122.40625,122.5,120.65625,120.96875
1350511200,120.6875,121.53125,120.46875,120.6875
1350597600,120.625,121.96875,120.5,121.875
1350856800,121.84375,122.03125,121,121.4375
1350943200,121.03125,122.4375,121,122.0625
1351029600,122.125,122.21875,121.40625,121.78125
1351116000,121.5625,121.59375,120.375,121.03125
1351202400,121.09375,122.5,120.90625,122.3125
1351461600,122.5625,123.3125,122.375,123.03125
1351548000,123.09375,123.4375,122.65625,122.9375
1351634400,122.78125,123.65625,122.3125,123.625
1351720800,123.5,123.5,122.5625,122.90625
1351807200,122.78125,123.0625,121.875,122.71875
1352070000,122.9375,123.78125,122.75,123.5625
1352156400,123.46875,123.5625,122.40625,122.59375
1352242800,122.5,124.90625,122.46875,124.625
1352329200,124.375,125.84375,124.0625,125.5
1352415600,125.8125,126.5625,125.34375,125.9375
1352674800,126.0625,126.25,125.71875,125.96875
1352761200,126.125,126.78125,125.90625,126.40625
1352847600,126.28125,126.6875,125.625,126.34375
1352934000,126.34375,126.78125,125.84375,126.375
1353020400,126.3125,126.96875,126.09375,126.53125
1353279600,126.25,126.28125,125.4375,125.75
